# step, gen_loss, dis_loss
6024, -1.909204E+01, -1.565657E+01
6025,  2.924709E+01, -1.564294E+01
6026,  1.549291E+01, -1.563636E+01
6027,  3.251748E+01, -1.566495E+01
6028,  3.404070E+01, -1.566518E+01
6029,  1.750202E+01, -1.557677E+01
6030,  4.014829E+01, -1.566630E+01
6031,  2.371683E+01, -1.565484E+01
6032,  3.406320E+01, -1.566127E+01
6033,  6.706657E+00, -1.566354E+01
6034,  5.514337E-01, -1.559637E+01
6035, -6.505102E+01, -1.556902E+01
6036, -5.812182E+00, -1.565560E+01
6037, -6.714868E+00, -1.566545E+01
6038, -6.674265E+00, -1.566235E+01
6039,  5.340150E+00, -1.565331E+01
6040,  2.715316E+00, -1.566495E+01
6041,  4.000853E-01, -1.566516E+01
6042, -2.479150E+01, -1.557019E+01
6043,  1.841307E+01, -1.566434E+01
6044,  1.686514E+01, -1.563826E+01
6045, -1.467560E+01, -1.565493E+01
6046, -6.114675E+00, -1.561347E+01
6047, -8.739687E+00, -1.566326E+01
6048, -8.465644E+00, -1.566147E+01
6049, -1.186922E+01, -1.564881E+01
6050,  1.499764E+00, -1.566387E+01
6051,  2.773152E+01, -1.561825E+01
6052, -9.758544E+01, -1.558512E+01
6053, -1.395536E+00, -1.557952E+01
6054, -2.675845E+01, -1.566395E+01
6055, -2.783479E+01, -1.566315E+01
6056, -2.934433E+01, -1.564533E+01
6057, -3.213829E+01, -1.566547E+01
6058, -2.672549E+01, -1.566432E+01
6059,  4.321241E-01, -1.565420E+01
6060, -6.616881E+00, -1.566486E+01
6061, -6.910638E+00, -1.566555E+01
6062,  5.216003E+00, -1.555766E+01
6063,  3.076386E+01, -1.565885E+01
6064,  4.462643E+00, -1.565847E+01
6065,  8.766654E+00, -1.566478E+01
6066,  8.908318E+00, -1.566368E+01
6067,  3.572916E+01, -1.563062E+01
6068,  3.257956E+01, -1.565493E+01
6069,  1.371669E+01, -1.559654E+01
6070,  2.699397E+01, -1.565046E+01
6071,  1.035469E+01, -1.565883E+01
6072, -1.708801E+00, -1.566484E+01
6073, -5.222690E+00, -1.566691E+01
6074, -8.325447E+00, -1.566592E+01
6075, -5.711116E+00, -1.565058E+01
6076,  1.240621E+01, -1.565939E+01
6077,  2.777021E+00, -1.566559E+01
6078,  1.908604E+01, -1.562735E+01
6079,  1.429991E+01, -1.566534E+01
6080,  1.998955E+01, -1.562847E+01
6081, -2.764874E+01, -1.566129E+01
6082,  1.535902E+01, -1.564923E+01
6083,  1.129652E+01, -1.564738E+01
6084,  1.007238E+01, -1.566463E+01
6085,  1.317312E+01, -1.558951E+01
6086, -1.054033E+02, -1.549465E+01
6087,  1.228757E+02, -1.548272E+01
6088, -3.836140E+01, -1.565021E+01
6089, -7.794148E+00, -1.566330E+01
6090, -5.483529E+00, -1.566604E+01
6091, -1.310899E+00, -1.566550E+01
6092,  2.489772E+01, -1.558456E+01
6093,  6.907845E-01, -1.566093E+01
6094, -1.272050E+00, -1.566282E+01
6095,  1.123525E+01, -1.564375E+01
6096,  9.747682E+00, -1.566318E+01
6097,  1.670330E+01, -1.563206E+01
6098,  2.519203E+01, -1.566328E+01
6099,  1.038072E+01, -1.566618E+01
6100,  1.260497E+01, -1.565689E+01
6101,  4.142668E+01, -1.558279E+01
6102,  4.279201E+01, -1.566205E+01
6103,  2.902220E+01, -1.566415E+01
6104,  2.008827E+01, -1.561713E+01
6105,  2.964895E+01, -1.565818E+01
6106,  2.229482E+01, -1.566457E+01
6107, -8.135052E+00, -1.559184E+01
6108,  4.973898E+01, -1.563622E+01
6109, -6.338374E+00, -1.566089E+01
6110,  1.121412E+01, -1.566025E+01
6111,  2.465426E+01, -1.563745E+01
6112,  7.696111E+00, -1.566165E+01
6113,  1.312844E+01, -1.563364E+01
6114,  1.273633E+01, -1.566253E+01
6115,  8.472078E+00, -1.566500E+01
6116,  2.325563E+01, -1.557041E+01
6117,  2.146423E+01, -1.566481E+01
6118,  2.463262E+01, -1.566428E+01
6119,  3.299487E+01, -1.561103E+01
6120,  3.605089E+00, -1.566409E+01
6121,  1.139615E+01, -1.563047E+01
6122,  1.071688E+01, -1.566501E+01
6123,  3.180605E+01, -1.564198E+01
6124,  1.271569E+02, -1.555837E+01
6125,  2.040296E+01, -1.565780E+01
6126,  2.622732E+01, -1.566490E+01
6127,  5.040571E+01, -1.563569E+01
6128,  4.030658E+01, -1.564228E+01
6129,  4.464324E+01, -1.564943E+01
6130,  2.473519E+01, -1.565749E+01
6131,  2.951395E+01, -1.558226E+01
6132,  1.813176E+01, -1.566341E+01
6133,  1.782090E+01, -1.565400E+01
6134,  2.351810E+00, -1.566041E+01
6135, -3.545290E+01, -1.562675E+01
6136,  3.900172E+01, -1.565357E+01
6137,  2.647772E+01, -1.566022E+01
6138,  1.474711E+01, -1.565401E+01
6139, -1.506007E+00, -1.566344E+01
6140,  7.960998E+00, -1.566215E+01
6141,  6.291356E+00, -1.566183E+01
6142, -3.864230E+00, -1.564257E+01
6143,  3.616055E+00, -1.566465E+01
6144,  9.550282E+00, -1.561102E+01
6145,  1.470906E+00, -1.565569E+01
6146,  2.424907E+00, -1.564718E+01
6147,  1.681548E+00, -1.565272E+01
6148,  8.987405E+00, -1.566022E+01
6149, -2.433502E+01, -1.560048E+01
6150,  3.246734E+01, -1.564541E+01
6151,  2.079371E+00, -1.566228E+01
6152, -9.696161E+00, -1.562697E+01
6153,  1.923978E+01, -1.564880E+01
6154,  4.737119E+01, -1.566224E+01
6155,  2.728357E+01, -1.564450E+01
6156,  2.811078E+01, -1.566355E+01
6157,  1.794050E+01, -1.563500E+01
6158,  2.327083E+01, -1.566516E+01
6159,  2.189799E+01, -1.566004E+01
6160,  1.581287E+01, -1.554210E+01
6161,  2.141393E+01, -1.566475E+01
6162,  1.901522E+01, -1.566058E+01
6163, -1.483360E+01, -1.558510E+01
6164, -1.410407E+00, -1.564380E+01
6165,  3.468453E+01, -1.565999E+01
6166,  2.740227E+01, -1.565132E+01
6167,  2.506291E+01, -1.566526E+01
6168,  2.576194E+01, -1.560050E+01
6169,  1.582098E+01, -1.565833E+01
6170,  3.427966E+01, -1.566571E+01
6171,  3.157080E+01, -1.565284E+01
6172, -8.278248E-01, -1.561462E+01
6173,  4.221204E+01, -1.565081E+01
6174,  3.527354E+01, -1.566232E+01
6175,  2.546010E+01, -1.563151E+01
6176,  5.908257E+01, -1.562540E+01
6177, -1.396271E+01, -1.566335E+01
6178,  2.365949E+01, -1.564156E+01
6179,  1.246315E+01, -1.566188E+01
6180,  1.265526E+01, -1.564115E+01
6181,  1.866743E+01, -1.565713E+01
6182, -1.141175E+01, -1.564355E+01
6183,  1.841047E+01, -1.565331E+01
6184,  1.817775E+01, -1.566022E+01
6185,  1.623891E+01, -1.564175E+01
6186,  2.955938E+01, -1.561431E+01
6187,  2.130871E+01, -1.564892E+01
6188,  2.545136E+01, -1.565651E+01
6189,  2.232513E+01, -1.566501E+01
6190,  1.732347E+01, -1.561134E+01
6191,  3.554102E+01, -1.566130E+01
6192,  6.491928E+01, -1.547390E+01
6193,  1.437737E+01, -1.565828E+01
6194,  2.092315E+01, -1.566510E+01
6195,  2.158617E+01, -1.566564E+01
6196,  1.223901E+01, -1.565509E+01
6197,  3.341496E+01, -1.564807E+01
6198,  2.083748E+01, -1.566350E+01
6199,  1.785064E+01, -1.566099E+01
6200,  1.502525E+01, -1.562864E+01
6201,  2.416120E+01, -1.566360E+01
6202,  2.351325E+01, -1.562863E+01
6203,  6.237924E+00, -1.566106E+01
6204,  1.147523E+01, -1.565171E+01
6205,  3.049264E+01, -1.562935E+01
6206,  4.325059E+00, -1.566346E+01
6207,  9.042836E+00, -1.562176E+01
6208,  7.832442E+00, -1.566429E+01
6209,  1.187302E+01, -1.564905E+01
6210,  1.221381E+01, -1.565890E+01
6211,  7.805229E+00, -1.565577E+01
6212,  3.957630E-01, -1.558705E+01
6213,  5.397662E+01, -1.565839E+01
6214,  1.710131E+01, -1.567056E+01
6215,  2.538561E+01, -1.565246E+01
6216,  8.361633E+00, -1.562004E+01
6217,  8.379808E+00, -1.566391E+01
6218,  8.411903E+00, -1.562868E+01
6219,  7.627053E+00, -1.565368E+01
6220,  1.892956E+01, -1.565694E+01
6221,  5.203350E+01, -1.559332E+01
6222, -7.312079E+00, -1.565642E+01
6223, -5.315134E+00, -1.565891E+01
6224, -3.120521E+00, -1.565361E+01
6225, -8.999984E-01, -1.566064E+01
6226,  2.823502E+00, -1.563959E+01
6227,  1.466019E+01, -1.566230E+01
6228, -1.218078E+01, -1.562094E+01
6229, -2.081783E+01, -1.555584E+01
6230,  1.359620E+00, -1.565499E+01
6231,  8.860562E+00, -1.566432E+01
6232,  1.293721E+01, -1.566314E+01
6233,  5.095201E+00, -1.566409E+01
6234, -2.567640E+01, -1.565131E+01
6235,  1.099772E+01, -1.564609E+01
6236,  1.296887E+01, -1.566354E+01
6237, -3.666461E+00, -1.560347E+01
6238,  1.192100E+01, -1.566308E+01
6239,  6.619730E+00, -1.565371E+01
6240,  4.952516E+01, -1.564208E+01
6241,  2.701595E+01, -1.563796E+01
6242,  2.442545E+01, -1.566378E+01
6243,  2.332905E+01, -1.564388E+01
6244,  2.111498E+01, -1.566127E+01
6245,  2.213208E+01, -1.566265E+01
6246, -2.707758E+01, -1.559440E+01
6247,  6.359464E+01, -1.557981E+01
6248,  9.177415E+00, -1.565153E+01
6249,  2.632090E+00, -1.563008E+01
6250,  8.931689E+00, -1.565848E+01
6251,  3.104529E+00, -1.566422E+01
6252,  4.955386E+00, -1.563039E+01
6253,  2.630049E+00, -1.566364E+01
6254, -1.559347E+00, -1.566376E+01
6255, -2.817931E+01, -1.557516E+01
6256, -1.161241E+01, -1.565971E+01
6257,  2.811793E+00, -1.566187E+01
6258,  3.379972E+00, -1.562616E+01
6259, -1.179634E+00, -1.563259E+01
6260,  6.135484E+00, -1.565974E+01
6261,  2.121734E+00, -1.563487E+01
6262, -3.010046E+00, -1.565887E+01
6263,  6.285263E+01, -1.563734E+01
6264,  4.006514E+01, -1.565258E+01
6265,  1.459419E+01, -1.566365E+01
6266,  5.262438E+00, -1.565955E+01
6267,  8.394074E+00, -1.566098E+01
6268,  1.446712E+01, -1.564340E+01
6269,  1.321168E+01, -1.566579E+01
6270,  3.441112E+01, -1.562243E+01
6271, -2.410293E+01, -1.565797E+01
6272,  1.993314E+01, -1.565892E+01
6273,  3.855454E+00, -1.566597E+01
6274,  6.123098E+00, -1.561429E+01
6275,  3.953705E-02, -1.566248E+01
6276,  8.055017E+00, -1.564962E+01
6277,  2.083107E+00, -1.564984E+01
6278, -1.905166E+00, -1.561849E+01
6279, -2.156147E+01, -1.566415E+01
6280, -5.905374E+00, -1.566476E+01
6281,  2.097804E+01, -1.562001E+01
6282, -1.760149E+01, -1.566063E+01
6283, -5.720465E-01, -1.565710E+01
6284,  2.607150E+01, -1.565152E+01
6285,  2.224584E+01, -1.565389E+01
6286,  2.541681E+00, -1.566062E+01
6287,  1.766234E+01, -1.561380E+01
6288,  1.167835E+01, -1.566158E+01
6289,  9.515664E+00, -1.564075E+01
6290,  1.845080E+01, -1.565279E+01
6291,  1.813830E+01, -1.566483E+01
6292,  2.005508E+01, -1.561378E+01
6293,  2.628559E+01, -1.566114E+01
6294, -4.492310E+01, -1.560734E+01
6295,  7.345886E+01, -1.564437E+01
6296,  4.179147E+01, -1.566450E+01
6297,  3.424051E+01, -1.565921E+01
6298,  2.529387E+01, -1.565602E+01
6299,  2.094952E+01, -1.566014E+01
6300,  1.720533E+01, -1.566347E+01
6301,  1.988592E+01, -1.565510E+01
6302,  1.151086E+01, -1.565628E+01
6303,  1.287979E+01, -1.566349E+01
6304,  1.983351E+01, -1.560671E+01
6305, -4.596652E+00, -1.563175E+01
6306,  1.536855E+01, -1.563022E+01
6307,  2.021560E+01, -1.566411E+01
6308,  2.725317E+01, -1.564291E+01
6309,  2.945310E+01, -1.565897E+01
6310,  4.304042E+01, -1.561485E+01
6311,  3.204364E+01, -1.566239E+01
6312,  4.913705E+01, -1.564165E+01
6313,  3.600758E+01, -1.566325E+01
6314,  3.371552E+01, -1.566220E+01
6315,  2.407427E+01, -1.565284E+01
6316,  4.266309E+01, -1.565779E+01
6317,  3.152401E+01, -1.565403E+01
6318,  4.512573E+01, -1.565626E+01
6319,  2.811489E+01, -1.563678E+01
6320,  3.549443E+01, -1.566237E+01
6321,  2.859331E+01, -1.565360E+01
6322,  1.199055E+01, -1.562921E+01
6323,  3.836211E+01, -1.566097E+01
6324,  7.134240E+01, -1.559576E+01
6325,  2.174360E+01, -1.565758E+01
6326,  1.778390E+01, -1.566457E+01
6327,  1.405002E+01, -1.561868E+01
6328,  3.274488E+01, -1.565718E+01
6329,  3.002413E+01, -1.566527E+01
6330,  4.250389E+01, -1.563918E+01
6331,  2.004182E+01, -1.565211E+01
6332,  2.433151E+01, -1.566435E+01
6333,  1.765781E+01, -1.563164E+01
6334,  3.468769E+01, -1.566020E+01
6335,  2.730873E+01, -1.565629E+01
6336,  7.734025E+00, -1.561886E+01
6337,  1.770386E+01, -1.566321E+01
6338,  2.045743E+01, -1.565470E+01
6339,  1.905898E+01, -1.566176E+01
6340,  2.073431E+01, -1.564079E+01
6341,  1.792235E+01, -1.566378E+01
6342,  1.099297E+01, -1.565855E+01
6343, -2.503683E+01, -1.557809E+01
6344,  6.733047E+00, -1.563713E+01
6345,  2.932010E+01, -1.566370E+01
6346,  2.962320E+01, -1.566394E+01
6347,  1.514965E+01, -1.561882E+01
6348,  3.177199E+01, -1.566342E+01
6349,  2.828547E+01, -1.566041E+01
6350,  2.730850E+01, -1.563977E+01
6351,  2.911603E+01, -1.566169E+01
6352,  3.716349E+01, -1.562582E+01
6353,  4.311864E+01, -1.566038E+01
6354,  3.190008E+01, -1.565983E+01
6355,  5.037511E+01, -1.560284E+01
6356,  3.124976E+01, -1.565021E+01
6357, -3.223610E+01, -1.562914E+01
6358,  6.647134E+00, -1.566007E+01
6359,  4.342656E+00, -1.565637E+01
6360,  1.704797E+01, -1.565353E+01
6361,  1.462239E+01, -1.566315E+01
6362,  1.424097E+01, -1.565107E+01
6363, -4.761111E+01, -1.564350E+01
6364,  2.710523E+01, -1.566172E+01
6365,  5.576349E+01, -1.563871E+01
6366,  2.767835E+01, -1.566214E+01
6367,  1.724341E+01, -1.565542E+01
6368,  3.725582E+01, -1.566243E+01
6369,  2.511831E+01, -1.565402E+01
6370,  3.779461E+01, -1.564252E+01
6371,  1.464463E+01, -1.565601E+01
6372,  4.625145E+01, -1.562955E+01
6373, -3.107257E+00, -1.565398E+01
6374,  7.817847E+00, -1.566206E+01
6375,  2.027650E+01, -1.563672E+01
6376, -5.349256E+01, -1.562299E+01
6377,  5.384065E+01, -1.565414E+01
6378,  2.424983E+01, -1.567196E+01
6379,  2.674141E+01, -1.565552E+01
6380,  2.359132E+01, -1.566334E+01
6381,  2.970069E+01, -1.565314E+01
6382,  2.680608E+01, -1.565569E+01
6383,  2.822241E+01, -1.565297E+01
6384,  2.585734E+01, -1.565790E+01
6385,  2.043991E+01, -1.565873E+01
6386,  2.479602E+01, -1.563669E+01
6387,  1.485126E+01, -1.565848E+01
6388,  2.222602E+01, -1.565929E+01
6389, -1.387684E+01, -1.559474E+01
6390,  3.768156E+01, -1.566131E+01
6391,  2.251468E+01, -1.566555E+01
6392,  3.153852E+01, -1.566483E+01
6393,  4.537088E+01, -1.556594E+01
6394,  2.810200E+01, -1.565402E+01
6395,  1.555565E+01, -1.566437E+01
6396,  1.985254E+01, -1.565774E+01
6397,  1.048918E+00, -1.564906E+01
6398,  2.103679E+01, -1.566616E+01
6399,  3.251356E+01, -1.559209E+01
6400, -6.178110E+01, -1.563183E+01
6401,  1.418612E+01, -1.565803E+01
6402,  8.564596E+00, -1.566501E+01
6403,  1.346737E+01, -1.564011E+01
6404,  2.222797E+01, -1.566368E+01
6405,  1.910137E+01, -1.566415E+01
6406,  3.292001E+01, -1.563457E+01
6407,  2.003058E+01, -1.565734E+01
6408,  2.346209E+01, -1.566358E+01
6409,  9.048398E+00, -1.561308E+01
6410,  6.716122E+01, -1.564165E+01
6411, -6.035501E+00, -1.564150E+01
6412,  1.067641E+01, -1.566447E+01
6413,  9.952505E+00, -1.566290E+01
6414, -3.469226E+00, -1.559034E+01
6415,  1.081939E+01, -1.566233E+01
6416,  1.702431E+01, -1.565382E+01
6417,  1.310855E+01, -1.565166E+01
6418,  1.674648E+01, -1.566611E+01
6419,  4.773319E+01, -1.561443E+01
6420,  1.726297E+01, -1.565157E+01
6421,  2.777757E+01, -1.565985E+01
6422,  4.041349E+01, -1.566342E+01
6423,  6.885320E+01, -1.564669E+01
6424,  1.889743E+00, -1.565357E+01
6425,  1.365625E+00, -1.566394E+01
6426,  1.161792E+01, -1.566511E+01
6427, -1.103321E+00, -1.557506E+01
6428, -3.226378E+00, -1.565943E+01
6429,  9.867138E+00, -1.566823E+01
6430,  1.513636E+01, -1.561645E+01
6431,  2.544821E+01, -1.566138E+01
6432,  1.717273E+01, -1.566088E+01
6433, -1.630900E+01, -1.562799E+01
6434, -6.260870E+01, -1.559303E+01
6435,  1.820724E+01, -1.559754E+01
6436,  5.791326E+01, -1.566308E+01
6437,  5.166605E+01, -1.567142E+01
6438,  3.045107E+01, -1.561906E+01
6439,  2.783456E+01, -1.566403E+01
6440,  3.201517E+01, -1.565994E+01
6441,  3.008119E+01, -1.559518E+01
6442,  1.544211E+01, -1.564987E+01
6443,  1.984164E+01, -1.566329E+01
6444,  3.098994E+01, -1.565006E+01
6445,  2.625762E+01, -1.566659E+01
6446,  3.285059E+01, -1.563563E+01
6447,  2.340638E+01, -1.566374E+01
6448,  6.242946E+01, -1.559652E+01
6449,  1.437596E+01, -1.565942E+01
6450,  1.220766E+01, -1.566569E+01
6451,  1.203388E+01, -1.566296E+01
6452,  7.270212E+00, -1.565305E+01
6453,  2.780323E+00, -1.566390E+01
6454,  9.413339E-01, -1.566420E+01
6455, -4.756272E-01, -1.556846E+01
6456,  1.027443E+01, -1.565396E+01
6457,  4.087159E+00, -1.565972E+01
6458,  1.041756E+01, -1.565819E+01
6459, -8.858122E+00, -1.565578E+01
6460, -7.870759E-01, -1.565653E+01
6461,  4.802721E+00, -1.565629E+01
6462,  8.807144E+00, -1.564358E+01
6463,  8.317939E+00, -1.563874E+01
6464,  2.352248E+01, -1.565115E+01
6465, -3.363979E+00, -1.565470E+01
6466,  6.531220E+00, -1.564296E+01
6467,  1.500543E+01, -1.566476E+01
6468,  1.358410E+01, -1.563203E+01
6469,  1.274235E+01, -1.566476E+01
6470,  1.632064E+00, -1.560969E+01
6471, -6.982339E+01, -1.560306E+01
6472, -1.412178E+01, -1.565702E+01
6473, -9.189567E+00, -1.566530E+01
6474, -5.438959E+00, -1.565350E+01
6475,  1.026037E+00, -1.565797E+01
6476,  5.902656E+00, -1.566417E+01
6477,  9.135587E+00, -1.565720E+01
6478,  9.141952E-01, -1.565438E+01
6479,  9.131084E+00, -1.565889E+01
6480,  1.162073E+01, -1.564790E+01
6481,  1.126165E+01, -1.566432E+01
6482,  1.204090E+01, -1.561992E+01
6483,  7.928532E+00, -1.566304E+01
6484, -6.105319E+01, -1.562300E+01
6485,  2.571055E+01, -1.566331E+01
6486,  2.345468E+01, -1.566153E+01
6487,  7.841448E+00, -1.563541E+01
6488,  9.144907E+00, -1.566582E+01
6489,  9.641030E+00, -1.563806E+01
6490,  9.640804E+00, -1.566196E+01
6491,  1.708553E+01, -1.565619E+01
6492, -4.763813E+01, -1.563014E+01
6493,  4.866107E+01, -1.562997E+01
6494,  1.660838E+01, -1.565648E+01
6495,  2.276521E+01, -1.566449E+01
6496,  4.346187E+01, -1.560252E+01
6497,  3.388287E+01, -1.566289E+01
6498,  3.332770E+01, -1.564770E+01
6499,  2.898379E+01, -1.566287E+01
6500,  2.243660E+01, -1.566489E+01
6501,  3.140636E+01, -1.553823E+01
6502,  2.506827E+01, -1.563781E+01
6503,  3.582094E+01, -1.566566E+01
6504,  1.917442E+01, -1.564909E+01
6505,  2.790038E+01, -1.564852E+01
6506,  2.025232E+01, -1.566488E+01
6507,  2.187729E+01, -1.560933E+01
6508,  6.931867E+01, -1.563643E+01
6509, -2.411362E-03, -1.558854E+01
6510,  2.504313E+01, -1.566425E+01
6511,  1.925401E+01, -1.566479E+01
6512,  2.750877E+01, -1.562124E+01
6513,  1.476844E+01, -1.566320E+01
6514,  7.032289E+00, -1.566133E+01
6515, -1.477631E+01, -1.555000E+01
6516,  3.592422E+01, -1.565688E+01
6517,  3.363140E+01, -1.566522E+01
6518,  1.655404E+01, -1.563381E+01
6519,  1.957728E+01, -1.566375E+01
6520,  1.895449E+01, -1.565951E+01
6521,  2.452868E+01, -1.564743E+01
6522,  1.963120E+01, -1.566136E+01
6523,  1.117413E+01, -1.558441E+01
6524, -4.297649E+01, -1.563850E+01
6525,  6.057395E+01, -1.566172E+01
6526,  3.112350E+01, -1.565792E+01
6527,  3.432257E+01, -1.565911E+01
6528,  3.221117E+01, -1.566353E+01
6529,  3.153119E+01, -1.560667E+01
6530,  2.902087E+01, -1.566111E+01
6531,  2.551650E+01, -1.564067E+01
6532,  3.213851E+01, -1.564474E+01
6533,  2.658309E+01, -1.565856E+01
6534,  5.224085E-01, -1.565671E+01
6535, -1.357838E+01, -1.564332E+01
6536,  5.354515E+01, -1.566474E+01
6537,  1.285343E+01, -1.565228E+01
6538,  3.701266E+01, -1.566615E+01
6539,  3.516345E+01, -1.563954E+01
6540,  3.073870E+01, -1.566577E+01
6541,  2.307337E+01, -1.563196E+01
6542, -2.796184E+00, -1.563986E+01
6543,  1.065680E+01, -1.566307E+01
6544,  3.228215E+00, -1.565381E+01
6545,  1.489204E+01, -1.566696E+01
6546,  1.578934E+01, -1.565824E+01
6547,  1.484387E+01, -1.561919E+01
6548,  1.393161E+01, -1.566498E+01
6549,  1.387058E+01, -1.566258E+01
6550,  7.796110E+01, -1.562820E+01
6551, -3.376584E+01, -1.560732E+01
6552, -2.535416E+01, -1.565673E+01
6553, -1.183574E+01, -1.566065E+01
6554, -8.731494E+00, -1.566549E+01
6555,  6.650867E+00, -1.564203E+01
6556,  5.572261E+00, -1.566463E+01
6557,  3.681050E+00, -1.566517E+01
6558,  2.164704E+00, -1.564979E+01
6559,  3.337605E+01, -1.566447E+01
6560,  2.088760E+01, -1.565885E+01
6561,  1.550797E+01, -1.564679E+01
6562,  2.906579E+01, -1.565547E+01
6563,  2.119313E+01, -1.566344E+01
6564, -3.609421E+01, -1.556759E+01
6565, -8.984259E+01, -1.564672E+01
6566,  2.385174E+01, -1.564894E+01
6567,  2.191400E+01, -1.566631E+01
6568,  2.026924E+01, -1.566428E+01
6569,  3.838883E+00, -1.566169E+01
6570,  1.954040E+01, -1.566127E+01
6571,  1.453009E+01, -1.566605E+01
6572,  1.095993E+01, -1.560412E+01
6573, -3.146896E+01, -1.564505E+01
6574,  1.566446E+01, -1.566462E+01
6575,  1.264694E+01, -1.565623E+01
6576,  1.097381E+01, -1.563659E+01
6577,  2.444839E+01, -1.566411E+01
6578,  1.692144E+01, -1.563317E+01
6579,  2.099381E+01, -1.566218E+01
6580,  1.533880E+01, -1.565787E+01
6581,  9.522877E+00, -1.566587E+01
6582,  1.549160E+01, -1.562166E+01
6583,  5.108060E+01, -1.565722E+01
6584, -1.741258E+00, -1.564404E+01
6585,  9.778246E+01, -1.563462E+01
6586,  2.212693E+01, -1.565483E+01
6587,  4.643002E+01, -1.566555E+01
6588,  6.097466E+01, -1.566004E+01
6589,  3.328063E+01, -1.566580E+01
6590,  3.961058E+01, -1.566400E+01
6591,  2.302691E+01, -1.565658E+01
6592,  5.768517E+00, -1.565330E+01
6593,  3.588132E+01, -1.566591E+01
6594,  3.273422E+01, -1.566521E+01
6595, -5.424879E+01, -1.556123E+01
6596,  6.872134E+01, -1.560964E+01
6597,  3.234558E+01, -1.565997E+01
6598,  3.561187E+01, -1.566469E+01
6599,  3.380591E+01, -1.564270E+01
6600,  3.552686E+01, -1.566323E+01
6601,  3.946083E+01, -1.566393E+01
6602,  2.786626E+01, -1.564929E+01
6603, -2.516931E+01, -1.565185E+01
6604,  1.597004E+01, -1.557387E+01
6605,  2.161239E+01, -1.566380E+01
6606,  2.422050E+01, -1.566548E+01
6607,  2.487130E+01, -1.560142E+01
6608,  2.950648E+01, -1.565995E+01
6609,  3.152097E+01, -1.566164E+01
6610,  3.725844E+01, -1.564166E+01
6611,  2.271276E+01, -1.564663E+01
6612,  4.738472E+01, -1.564838E+01
6613,  9.341948E+00, -1.563576E+01
6614,  2.510106E+01, -1.566118E+01
6615,  2.802916E+01, -1.564760E+01
6616,  4.085894E+01, -1.565340E+01
6617,  2.089383E+01, -1.564611E+01
6618,  2.831380E+01, -1.565169E+01
6619,  1.488211E+02, -1.548613E+01
6620, -9.424024E+00, -1.565870E+01
6621,  4.314241E+00, -1.566515E+01
6622,  1.002574E+01, -1.566578E+01
6623, -2.930583E+01, -1.556675E+01
6624,  1.206578E+01, -1.565489E+01
6625,  1.102520E+01, -1.566374E+01
6626,  2.161213E+01, -1.563348E+01
6627,  1.243795E+01, -1.565917E+01
6628,  1.129564E+01, -1.566350E+01
6629,  1.302157E+01, -1.566222E+01
6630, -9.219982E+00, -1.565485E+01
6631,  2.276173E+00, -1.565505E+01
6632,  1.888599E+01, -1.565356E+01
6633,  1.093162E+01, -1.561952E+01
6634,  1.044580E+01, -1.566563E+01
6635,  1.695222E+01, -1.564855E+01
6636,  1.188245E+01, -1.565771E+01
6637,  2.052766E+01, -1.565825E+01
6638, -6.729466E-01, -1.564307E+01
6639, -3.228936E+01, -1.564759E+01
6640,  9.269550E+00, -1.566367E+01
6641,  1.702244E+01, -1.562533E+01
6642, -2.329819E+01, -1.566131E+01
6643,  1.724977E+01, -1.564229E+01
6644,  1.199046E+01, -1.566517E+01
6645,  1.533676E+01, -1.563262E+01
6646,  3.061673E+01, -1.566363E+01
6647,  6.769795E+00, -1.566570E+01
6648, -1.438548E+01, -1.557691E+01
6649,  7.684650E+01, -1.562700E+01
6650, -6.066755E+01, -1.553338E+01
6651, -1.149928E+01, -1.564782E+01
6652, -3.319158E+01, -1.566253E+01
6653, -4.223602E+01, -1.563448E+01
6654, -3.175355E+01, -1.566335E+01
6655, -3.559311E+01, -1.566209E+01
6656, -2.212957E+01, -1.562677E+01
6657, -2.230658E+01, -1.566261E+01
6658, -1.438523E+01, -1.565705E+01
6659, -7.821814E+00, -1.564231E+01
6660, -1.489355E+01, -1.566400E+01
6661, -7.717675E+00, -1.563565E+01
6662,  1.408693E+01, -1.565330E+01
6663, -2.037032E+00, -1.566205E+01
6664, -1.671239E+01, -1.562629E+01
6665,  2.864930E+01, -1.563979E+01
6666,  1.149636E+02, -1.561744E+01
6667,  6.505897E+01, -1.566331E+01
6668,  5.921582E+01, -1.566612E+01
6669,  4.788494E+01, -1.565314E+01
6670,  3.089093E+01, -1.566141E+01
6671,  3.017656E+01, -1.566568E+01
6672,  2.956623E+01, -1.564794E+01
6673,  2.550101E+01, -1.566183E+01
6674,  1.945608E+01, -1.566102E+01
6675,  1.877046E+01, -1.564207E+01
6676,  8.194141E+00, -1.565973E+01
6677,  2.205576E+01, -1.564457E+01
6678, -8.496608E+01, -1.560257E+01
6679,  3.867954E+01, -1.566008E+01
6680,  2.316363E+01, -1.566403E+01
6681,  1.058504E+01, -1.565637E+01
6682,  4.172644E+01, -1.566389E+01
6683,  2.590305E+01, -1.566234E+01
6684,  1.599444E+01, -1.564088E+01
6685,  1.884208E+01, -1.566125E+01
6686,  1.543310E+01, -1.563543E+01
6687,  4.103704E+01, -1.566158E+01
6688,  1.356869E+01, -1.566615E+01
