# step, gen_loss, dis_loss
2707,  8.103619E+01, -2.346523E+01
2708,  8.377586E+01, -2.350980E+01
2709,  8.498286E+01, -2.349164E+01
2710,  1.453710E+01, -2.317012E+01
2711,  9.594575E+00, -2.345582E+01
2712,  8.718530E+01, -2.337656E+01
2713,  1.152335E+02, -2.349417E+01
2714,  1.193971E+02, -2.351000E+01
2715,  1.181027E+02, -2.347922E+01
2716,  9.081560E+01, -2.350411E+01
2717,  7.564147E+01, -2.349876E+01
2718,  9.194205E+01, -2.347646E+01
2719,  3.060144E+01, -2.338977E+01
2720,  6.639090E+01, -2.350298E+01
2721,  4.386215E+01, -2.341479E+01
2722,  3.191178E+01, -2.350700E+01
2723,  2.775172E+01, -2.348459E+01
2724,  3.167594E+01, -2.350616E+01
2725,  2.909355E+01, -2.350076E+01
2726,  2.778988E+01, -2.344444E+01
2727,  1.492394E+02, -2.338772E+01
2728,  5.771221E+01, -2.352477E+01
2729,  5.775359E+01, -2.349062E+01
2730,  5.724818E+01, -2.350228E+01
2731,  9.722226E+00, -2.342958E+01
2732,  4.755636E+01, -2.350250E+01
2733,  4.128736E+01, -2.348724E+01
2734,  3.417821E+01, -2.347501E+01
2735,  3.789341E+01, -2.350145E+01
2736,  4.472525E+01, -2.339123E+01
2737,  5.741742E+01, -2.348715E+01
2738,  2.742157E+01, -2.338624E+01
2739,  5.205255E+01, -2.350743E+01
2740,  2.174898E+01, -2.327966E+01
2741, -5.914040E+01, -2.333303E+01
2742,  9.828195E+01, -2.346782E+01
2743,  9.795126E+01, -2.349839E+01
2744,  1.231179E+02, -2.340385E+01
2745,  1.193215E+02, -2.347820E+01
2746,  1.020009E+02, -2.349215E+01
2747,  8.682227E+01, -2.348029E+01
2748,  9.335160E+01, -2.349486E+01
2749,  9.258684E+01, -2.349651E+01
2750,  9.180081E+01, -2.340276E+01
2751,  6.445602E+01, -2.319965E+01
2752,  1.110039E+02, -2.348841E+01
2753,  1.089012E+02, -2.348462E+01
2754,  9.927801E+01, -2.346620E+01
2755,  8.416479E+01, -2.346148E+01
2756,  7.806430E+01, -2.347758E+01
2757,  8.306894E+01, -2.338734E+01
2758,  8.013164E+01, -2.345770E+01
2759,  5.517501E+01, -2.347255E+01
2760,  8.076469E+01, -2.350888E+01
2761,  6.796721E+01, -2.331888E+01
2762,  6.312312E+01, -2.349515E+01
2763,  8.008905E+01, -2.342066E+01
2764,  5.824699E+01, -2.347690E+01
2765,  8.208544E+01, -2.351411E+01
2766,  9.152821E+01, -2.331528E+01
2767,  5.859912E+01, -2.348599E+01
2768,  8.569325E+01, -2.349111E+01
2769,  7.676643E+01, -2.349514E+01
2770,  7.486389E+01, -2.343206E+01
2771,  7.225906E+01, -2.349480E+01
2772,  7.208546E+01, -2.343155E+01
2773,  7.538665E+01, -2.348956E+01
2774,  8.340576E+01, -2.341004E+01
2775,  8.510184E+01, -2.349025E+01
2776,  9.709306E+01, -2.348150E+01
2777,  1.163394E+02, -2.346474E+01
2778,  1.315239E+02, -2.348355E+01
2779,  1.237434E+02, -2.348837E+01
2780,  1.012845E+02, -2.345731E+01
2781,  1.142250E+02, -2.348885E+01
2782,  9.473691E+01, -2.346647E+01
2783,  9.341218E+01, -2.348836E+01
2784,  1.173287E+02, -2.346449E+01
2785,  9.199942E+01, -2.351244E+01
2786,  9.922517E+01, -2.348829E+01
2787,  8.908112E+01, -2.347665E+01
2788,  1.149869E+02, -2.346811E+01
2789,  1.082210E+02, -2.348840E+01
2790,  8.001131E+01, -2.339406E+01
2791,  9.184982E+01, -2.350000E+01
2792,  7.448535E+01, -2.350071E+01
2793,  1.171518E+01, -2.288907E+01
2794,  9.189935E+01, -2.349070E+01
2795,  9.687142E+01, -2.349097E+01
2796,  7.060324E+01, -2.343520E+01
2797,  5.797556E+01, -2.349291E+01
2798,  1.104879E+02, -2.344032E+01
2799,  7.419668E+01, -2.347499E+01
2800,  7.193845E+01, -2.343226E+01
2801,  8.143579E+01, -2.350898E+01
2802,  7.725134E+01, -2.350756E+01
2803,  1.304866E+01, -2.320461E+01
2804,  7.203311E+01, -2.344864E+01
2805,  1.133766E+02, -2.344846E+01
2806,  1.220403E+02, -2.340913E+01
2807,  1.122677E+02, -2.350940E+01
2808,  1.030487E+02, -2.350045E+01
2809,  9.362586E+01, -2.348570E+01
2810,  9.646886E+01, -2.348779E+01
2811,  1.018748E+02, -2.347415E+01
2812,  1.000921E+02, -2.346501E+01
2813,  9.914552E+01, -2.346726E+01
2814,  7.883311E+01, -2.340793E+01
2815,  9.481859E+01, -2.349907E+01
2816,  6.227185E+01, -2.338962E+01
2817,  8.105450E+01, -2.349995E+01
2818,  8.366395E+01, -2.349045E+01
2819,  6.750105E+01, -2.336530E+01
2820,  1.020166E+02, -2.331628E+01
2821,  7.264697E+01, -2.351267E+01
2822,  9.076836E+01, -2.348416E+01
2823,  4.876153E+01, -2.342366E+01
2824,  8.339809E+01, -2.349670E+01
2825,  8.310638E+01, -2.349858E+01
2826,  6.356933E+01, -2.328053E+01
2827,  8.090961E+01, -2.349340E+01
2828,  9.873089E+01, -2.350466E+01
2829,  7.520848E+01, -2.325593E+01
2830,  7.871356E+01, -2.350775E+01
2831,  8.623877E+01, -2.347532E+01
2832,  4.061684E+01, -2.349182E+01
2833,  1.200126E+02, -2.336684E+01
2834,  7.322778E+01, -2.347548E+01
2835,  8.358752E+01, -2.351377E+01
2836,  1.106611E+02, -2.323915E+01
2837,  8.705043E+01, -2.349084E+01
2838,  7.595528E+01, -2.350488E+01
2839,  8.437355E+01, -2.347378E+01
2840,  6.978867E+01, -2.350359E+01
2841,  6.188326E+01, -2.346379E+01
2842,  6.921281E+01, -2.347984E+01
2843,  1.099935E+02, -2.340015E+01
2844,  9.599567E+01, -2.349200E+01
2845,  4.671051E+01, -2.344906E+01
2846,  7.802094E+01, -2.349617E+01
2847,  9.756623E+01, -2.343020E+01
2848,  9.828706E+01, -2.345831E+01
2849,  7.687963E+01, -2.347514E+01
2850,  6.426064E+01, -2.346501E+01
2851,  6.787649E+01, -2.350296E+01
2852,  7.136919E+01, -2.348162E+01
2853,  1.016177E+02, -2.345545E+01
2854,  8.957063E+01, -2.345749E+01
2855,  8.597669E+01, -2.350903E+01
2856,  7.673303E+01, -2.350848E+01
2857,  1.115579E+02, -2.310021E+01
2858,  7.315429E+01, -2.351246E+01
2859,  9.032274E+01, -2.348180E+01
2860,  8.219137E+01, -2.348807E+01
2861,  5.979031E+01, -2.345228E+01
2862,  7.184643E+01, -2.349253E+01
2863,  9.297940E+01, -2.349520E+01
2864,  6.714890E+01, -2.305415E+01
2865,  1.202651E+02, -2.346251E+01
2866,  7.968877E+01, -2.345972E+01
2867,  1.040504E+02, -2.347213E+01
2868,  8.839676E+01, -2.349219E+01
2869,  8.882745E+01, -2.349830E+01
2870,  1.084449E+02, -2.350235E+01
2871,  3.458307E+01, -2.343558E+01
2872,  6.418606E+01, -2.349438E+01
2873,  6.345603E+01, -2.349218E+01
2874,  7.967746E+01, -2.345338E+01
2875,  6.959158E+01, -2.351550E+01
2876,  7.301942E+01, -2.330932E+01
2877,  8.281192E+01, -2.349525E+01
2878,  7.617620E+01, -2.342329E+01
2879,  8.143100E+01, -2.345847E+01
2880,  7.124483E+01, -2.350106E+01
2881,  7.204358E+01, -2.345503E+01
2882,  8.693643E+01, -2.343528E+01
2883,  7.587430E+01, -2.347614E+01
2884,  6.863354E+01, -2.342859E+01
2885,  7.962169E+01, -2.348272E+01
2886,  1.015125E+02, -2.349088E+01
2887,  7.724164E+01, -2.348520E+01
2888,  8.053075E+01, -2.349723E+01
2889,  7.565050E+01, -2.340153E+01
2890,  9.540808E+01, -2.345639E+01
2891,  7.226735E+01, -2.350803E+01
2892,  5.166578E+01, -2.342815E+01
2893,  6.376841E+01, -2.342017E+01
2894,  8.617317E+01, -2.349895E+01
2895,  8.911192E+01, -2.350305E+01
2896,  1.106216E+02, -2.338567E+01
2897,  1.008473E+02, -2.349780E+01
2898,  9.307244E+01, -2.348246E+01
2899,  8.387926E+01, -2.347527E+01
2900,  7.743599E+01, -2.349960E+01
2901,  5.253460E+00, -2.337706E+01
2902,  9.133612E+01, -2.338343E+01
2903,  5.986994E+01, -2.345164E+01
2904,  7.533554E+01, -2.350300E+01
2905,  7.353333E+01, -2.351032E+01
2906,  8.945131E+01, -2.344297E+01
2907,  1.163693E+02, -2.346476E+01
2908,  9.937585E+01, -2.347519E+01
2909,  1.536152E+02, -2.348672E+01
2910,  2.955518E+01, -2.343018E+01
2911,  3.467053E+01, -2.349941E+01
2912,  7.669225E+01, -2.345733E+01
2913,  7.478329E+01, -2.349601E+01
2914,  8.147022E+01, -2.343966E+01
2915,  8.357007E+01, -2.350541E+01
2916,  7.632726E+01, -2.317238E+01
2917,  7.531613E+01, -2.345230E+01
2918,  6.002291E+01, -2.351402E+01
2919,  7.092667E+01, -2.345062E+01
2920,  8.054974E+01, -2.350692E+01
2921,  8.164804E+01, -2.346537E+01
2922,  5.950308E+01, -2.348981E+01
2923,  6.412487E+01, -2.350601E+01
2924,  5.576118E+01, -2.342050E+01
2925,  1.017147E+02, -2.347244E+01
2926,  7.969012E+01, -2.348724E+01
2927,  7.352853E+01, -2.350553E+01
2928,  6.740935E+01, -2.322684E+01
2929,  6.388790E+01, -2.345763E+01
2930,  8.719045E+01, -2.350334E+01
2931,  6.405241E+01, -2.342364E+01
2932,  1.397509E+02, -2.345779E+01
2933,  2.018151E+01, -2.329751E+01
2934,  4.391127E+01, -2.349124E+01
2935,  6.157296E+01, -2.343013E+01
2936,  9.146564E+01, -2.350141E+01
2937,  8.906012E+01, -2.350327E+01
2938,  7.961305E+01, -2.330256E+01
2939,  8.874042E+01, -2.348303E+01
2940,  9.039224E+01, -2.350130E+01
2941,  1.034561E+01, -2.313700E+01
2942,  9.984631E+01, -2.321014E+01
2943,  4.817662E+01, -2.350611E+01
2944,  3.724257E+01, -2.350882E+01
2945,  2.684934E+01, -2.347974E+01
2946,  6.001014E+01, -2.350758E+01
2947,  5.608852E+01, -2.350353E+01
2948,  5.487455E+01, -2.343433E+01
2949, -6.502213E+01, -2.303967E+01
2950,  8.962292E+01, -2.347538E+01
2951,  8.131108E+01, -2.350590E+01
2952,  9.452222E+01, -2.351065E+01
2953,  7.956778E+01, -2.336901E+01
2954,  9.558418E+01, -2.349398E+01
2955,  8.956720E+01, -2.350980E+01
2956,  9.889298E+01, -2.319688E+01
2957,  4.709938E+01, -2.342674E+01
2958,  1.101438E+02, -2.349500E+01
2959,  8.569269E+01, -2.348462E+01
2960,  1.026551E+02, -2.349443E+01
2961,  1.045165E+02, -2.344043E+01
2962,  1.128093E+02, -2.350799E+01
2963,  1.076325E+02, -2.349819E+01
2964,  4.683955E+01, -2.296137E+01
2965,  7.447134E+01, -2.332311E+01
2966,  1.482484E+01, -2.349574E+01
2967,  1.741586E+01, -2.350581E+01
2968,  3.126678E+01, -2.340980E+01
2969,  3.656845E+01, -2.350484E+01
2970,  5.023288E+01, -2.346214E+01
2971,  9.790540E+01, -2.345244E+01
2972,  6.222778E+01, -2.350253E+01
2973,  5.458210E+01, -2.337754E+01
2974,  7.274231E+01, -2.347075E+01
2975,  5.428878E+01, -2.350715E+01
2976,  8.187514E+01, -2.341167E+01
2977,  4.216901E+01, -2.334076E+01
2978,  5.829586E+01, -2.350075E+01
2979,  1.997474E+00, -2.349334E+01
2980,  2.247987E+01, -2.347919E+01
2981,  3.110711E+01, -2.350808E+01
2982,  4.220475E+01, -2.350044E+01
2983,  4.762582E+01, -2.341340E+01
2984,  4.143935E+01, -2.350810E+01
2985,  4.056347E+01, -2.340059E+01
2986,  2.442745E+01, -2.349065E+01
2987,  3.676320E+01, -2.350278E+01
2988,  4.842096E+01, -2.338133E+01
2989,  1.335734E+02, -2.323312E+01
2990,  5.733235E+01, -2.337975E+01
2991,  4.352912E+01, -2.343055E+01
2992,  6.530316E+01, -2.350591E+01
2993,  5.004585E+01, -2.341251E+01
2994,  5.178759E+01, -2.350534E+01
2995,  4.932072E+01, -2.348267E+01
2996,  6.494760E+01, -2.348039E+01
2997,  6.328373E+01, -2.351207E+01
2998,  5.907461E+01, -2.320786E+01
2999,  7.201157E+01, -2.349432E+01
3000,  6.955141E+01, -2.348875E+01
3001,  8.625220E+01, -2.346849E+01
3002,  9.117137E+01, -2.347201E+01
3003,  3.869191E+01, -2.349442E+01
3004,  7.566033E+01, -2.349282E+01
3005,  9.368279E+01, -2.351051E+01
3006,  8.198920E+01, -2.348937E+01
3007,  6.471755E+01, -2.346058E+01
3008,  7.870148E+01, -2.347274E+01
3009,  8.507846E+01, -2.350667E+01
3010,  6.291602E+01, -2.343766E+01
3011,  8.150354E+01, -2.335913E+01
3012,  5.922914E+01, -2.348647E+01
3013,  6.265799E+01, -2.350980E+01
3014,  6.756268E+01, -2.321248E+01
3015,  7.032740E+01, -2.347971E+01
3016,  7.163030E+01, -2.350356E+01
3017,  8.587489E+01, -2.341730E+01
3018,  1.773380E+02, -2.314235E+01
3019,  4.159584E+01, -2.348614E+01
3020,  8.280035E+01, -2.349180E+01
3021,  6.524448E+01, -2.350843E+01
3022,  5.696936E+01, -2.347340E+01
3023,  6.746774E+01, -2.348428E+01
3024,  9.116959E+01, -2.352314E+01
3025,  6.451496E+01, -2.349675E+01
3026,  3.232361E+01, -2.348824E+01
3027,  1.004613E+02, -2.345281E+01
3028,  8.765097E+01, -2.345615E+01
3029,  8.184797E+01, -2.346561E+01
3030,  9.144994E+01, -2.349213E+01
3031,  1.020427E+02, -2.351074E+01
3032,  9.524866E+01, -2.343983E+01
3033,  9.660714E+01, -2.351008E+01
3034,  7.869247E+01, -2.336686E+01
3035,  6.899503E+01, -2.350532E+01
3036,  7.475590E+01, -2.347919E+01
3037,  6.033865E+01, -2.347163E+01
3038,  5.888013E+01, -2.341285E+01
3039,  9.998534E+01, -2.350954E+01
3040,  7.780811E+01, -2.341744E+01
3041, -1.582931E+00, -2.289939E+01
3042,  1.575661E+01, -2.349427E+01
3043,  2.176506E+01, -2.343405E+01
3044,  3.714105E+01, -2.348471E+01
3045,  5.392456E+01, -2.351117E+01
3046,  6.134808E+01, -2.351181E+01
3047,  6.309352E+01, -2.335816E+01
3048,  2.768634E+01, -2.347014E+01
3049,  6.909296E+01, -2.351056E+01
3050,  5.335966E+01, -2.332474E+01
3051,  9.301839E+01, -2.325005E+01
3052,  1.048651E+02, -2.349427E+01
3053,  9.120618E+01, -2.350849E+01
3054,  8.276654E+01, -2.343131E+01
3055,  9.090643E+01, -2.347350E+01
3056,  9.198956E+01, -2.351360E+01
3057,  6.385249E+01, -2.343976E+01
3058,  7.897334E+01, -2.346434E+01
3059,  4.927921E+01, -2.349022E+01
3060,  1.156768E+02, -2.349429E+01
3061,  3.700223E+01, -2.350106E+01
3062,  5.543351E+01, -2.350837E+01
3063,  5.790411E+01, -2.350787E+01
3064,  4.465883E+01, -2.342035E+01
3065,  3.690144E+01, -2.348732E+01
3066,  5.523446E+01, -2.350511E+01
3067,  4.390883E+01, -2.348074E+01
3068,  6.747626E+01, -2.351613E+01
3069,  5.625523E+01, -2.342262E+01
3070,  6.348499E+01, -2.350699E+01
3071,  7.597852E+01, -2.351168E+01
3072,  8.554660E+01, -2.347905E+01
3073,  7.201730E+01, -2.347402E+01
3074,  1.482030E+02, -2.336155E+01
3075,  8.040381E+01, -2.350254E+01
3076,  8.839998E+01, -2.351996E+01
3077,  8.108328E+01, -2.318360E+01
3078,  8.921240E+01, -2.349340E+01
3079,  8.277718E+01, -2.351044E+01
3080,  7.262946E+01, -2.350649E+01
3081,  1.025594E+02, -2.338553E+01
3082,  8.414222E+01, -2.351058E+01
3083,  7.656542E+01, -2.349125E+01
3084,  9.161378E+01, -2.349465E+01
3085,  5.352318E+01, -2.351571E+01
3086,  6.820759E+00, -2.324679E+01
3087,  8.041351E+01, -2.350467E+01
3088,  7.070492E+01, -2.351175E+01
3089,  4.528167E+01, -2.342957E+01
3090,  7.407426E+01, -2.350608E+01
3091,  6.182846E+01, -2.347746E+01
3092,  5.844926E+01, -2.347432E+01
3093,  7.414631E+01, -2.346898E+01
3094,  9.986382E+01, -2.348652E+01
3095, -6.539099E+01, -2.306870E+01
3096,  1.087799E+02, -2.349829E+01
3097,  9.446648E+01, -2.350923E+01
3098,  7.181148E+01, -2.350353E+01
3099,  5.361301E+01, -2.330992E+01
3100,  5.854037E+01, -2.351549E+01
3101,  5.740641E+01, -2.350993E+01
3102,  6.747635E+01, -2.337592E+01
3103,  6.008737E+01, -2.347697E+01
3104,  5.361514E+01, -2.347601E+01
3105,  3.436867E+01, -2.329882E+01
3106,  7.932497E+01, -2.349572E+01
3107,  4.546225E+01, -2.341419E+01
3108,  5.027945E+01, -2.350538E+01
3109,  5.851337E+01, -2.350166E+01
3110,  3.880880E+01, -2.340001E+01
3111,  4.748151E+01, -2.350721E+01
3112,  5.499051E+01, -2.348863E+01
3113, -2.555008E+01, -2.311363E+01
3114, -1.510297E+00, -2.340498E+01
3115,  9.674419E+00, -2.349920E+01
3116,  1.884621E+01, -2.351103E+01
3117,  1.552314E+01, -2.350599E+01
3118,  4.309283E+01, -2.332258E+01
3119,  7.050595E+01, -2.349675E+01
3120,  6.823331E+01, -2.348489E+01
3121,  5.971572E+01, -2.348427E+01
3122,  6.850086E+01, -2.349903E+01
3123,  6.262131E+01, -2.350398E+01
3124,  4.878606E+01, -2.318811E+01
3125,  6.172239E+01, -2.350442E+01
3126,  4.398812E+01, -2.344337E+01
3127,  5.828067E+01, -2.350324E+01
3128,  5.394413E+01, -2.339425E+01
3129,  4.916591E+01, -2.351051E+01
3130,  8.865564E+01, -2.322215E+01
3131,  8.052106E+01, -2.347852E+01
3132,  9.003288E+01, -2.350025E+01
3133,  8.985196E+01, -2.351020E+01
3134,  8.473468E+01, -2.335548E+01
3135,  9.349866E+01, -2.349775E+01
3136,  8.549222E+01, -2.349680E+01
3137,  4.741919E+01, -2.345285E+01
3138,  8.805431E+01, -2.347757E+01
3139,  1.136245E+02, -2.343600E+01
3140,  9.517184E+01, -2.349199E+01
3141,  8.298221E+01, -2.347882E+01
3142,  8.401073E+01, -2.350132E+01
3143,  7.210444E+01, -2.343865E+01
3144,  7.166060E+01, -2.350928E+01
3145,  8.796928E+01, -2.347004E+01
3146,  6.413221E+01, -2.339708E+01
3147,  3.239618E+01, -2.347553E+01
3148,  2.546760E+01, -2.350606E+01
3149,  2.660462E+01, -2.350815E+01
3150,  2.107332E+01, -2.339244E+01
3151,  3.806915E+01, -2.351070E+01
3152,  5.547040E+01, -2.354560E+01
3153, -8.234406E+01, -2.304513E+01
3154,  7.944365E+01, -2.347690E+01
3155,  7.145618E+01, -2.348922E+01
3156,  5.343055E+01, -2.346983E+01
3157,  5.951559E+01, -2.349742E+01
3158,  5.164416E+01, -2.347867E+01
3159,  4.596933E+01, -2.349258E+01
3160,  1.058912E+02, -2.330301E+01
3161,  9.561022E+00, -2.346664E+01
3162,  6.720348E+01, -2.348894E+01
3163,  6.066407E+01, -2.349643E+01
3164,  6.919569E+01, -2.349230E+01
3165,  5.855182E+01, -2.348438E+01
3166,  5.959083E+01, -2.350776E+01
3167,  5.420792E+01, -2.339406E+01
3168,  5.654163E+01, -2.349722E+01
3169,  6.388844E+01, -2.343633E+01
3170,  4.942249E+01, -2.350636E+01
3171,  4.739513E+01, -2.334644E+01
3172,  6.546352E+01, -2.350938E+01
3173,  4.507241E+01, -2.347075E+01
3174, -1.516964E+01, -2.344648E+01
3175,  8.302935E+01, -2.333825E+01
3176,  6.752473E+01, -2.349287E+01
3177,  6.017726E+01, -2.350854E+01
3178,  5.974924E+01, -2.351302E+01
3179,  5.791018E+01, -2.350920E+01
3180,  8.622839E+01, -2.345422E+01
3181,  5.939680E+01, -2.349453E+01
3182,  6.015844E+01, -2.351004E+01
3183,  6.274454E+01, -2.331131E+01
3184,  6.270073E+01, -2.349505E+01
3185,  6.753099E+01, -2.350893E+01
3186,  5.865873E+01, -2.337699E+01
3187,  8.191537E+01, -2.351004E+01
3188,  7.351130E+01, -2.349300E+01
3189,  9.023420E+01, -2.334678E+01
3190,  7.095567E+01, -2.350406E+01
3191,  5.952063E+01, -2.350581E+01
3192,  4.708514E+01, -2.325860E+01
3193,  9.060590E+01, -2.347010E+01
3194,  5.954164E+01, -2.350961E+01
3195,  4.739868E+01, -2.343078E+01
3196,  5.187235E+00, -2.347374E+01
3197,  6.203832E+01, -2.350550E+01
3198,  7.007584E+01, -2.349384E+01
3199,  2.809920E+01, -2.344826E+01
3200,  7.574591E+01, -2.345187E+01
3201,  9.201437E+01, -2.350339E+01
3202,  6.936691E+01, -2.345877E+01
3203,  7.923944E+01, -2.342431E+01
3204,  8.190741E+01, -2.350787E+01
3205,  7.974243E+01, -2.349869E+01
3206,  2.541371E+01, -2.338816E+01
3207,  5.964002E+01, -2.344359E+01
3208,  2.876602E+01, -2.349846E+01
3209,  5.977621E+01, -2.349779E+01
3210,  6.559797E+01, -2.351189E+01
3211,  6.531580E+01, -2.351356E+01
3212,  4.749634E+01, -2.340475E+01
3213,  5.474253E+01, -2.351451E+01
3214,  5.388187E+01, -2.349752E+01
3215,  5.439017E+01, -2.348505E+01
3216,  5.573965E+01, -2.349796E+01
3217,  5.951299E+01, -2.340316E+01
3218,  6.236164E+01, -2.350451E+01
3219,  2.667271E+01, -2.320392E+01
3220,  1.042400E+02, -2.347368E+01
3221,  9.671540E+01, -2.351103E+01
3222,  9.097541E+01, -2.351064E+01
3223,  1.009418E+02, -2.345054E+01
3224,  8.325864E+01, -2.348854E+01
3225,  8.781014E+01, -2.350947E+01
3226,  9.357472E+01, -2.346573E+01
3227,  8.084662E+01, -2.349481E+01
3228,  7.832983E+01, -2.351240E+01
3229,  6.440691E+01, -2.344164E+01
3230,  1.379293E+01, -2.347759E+01
3231,  7.289539E+01, -2.343295E+01
3232,  2.400696E+01, -2.337222E+01
3233,  5.595028E+01, -2.350992E+01
3234,  5.446531E+01, -2.351331E+01
3235,  4.090945E+01, -2.338244E+01
3236,  8.593710E+01, -2.348451E+01
3237,  8.503051E+01, -2.350079E+01
3238,  7.782065E+01, -2.349665E+01
3239, -7.836382E+01, -2.301150E+01
3240,  8.165033E+01, -2.346846E+01
3241,  6.241811E+01, -2.350853E+01
3242,  7.837669E+01, -2.350134E+01
3243,  6.572808E+01, -2.345991E+01
3244,  5.861673E+01, -2.351296E+01
3245,  5.459057E+01, -2.347367E+01
3246,  4.124506E+01, -2.350869E+01
3247,  4.773378E+01, -2.350645E+01
3248, -6.470446E+01, -2.293675E+01
3249,  5.586192E+01, -2.344841E+01
3250,  5.190563E+01, -2.350958E+01
3251,  4.708490E+01, -2.351124E+01
3252,  4.737782E+01, -2.351091E+01
3253,  3.658663E+01, -2.329631E+01
3254,  7.325343E+01, -2.349843E+01
3255,  6.440086E+01, -2.350773E+01
3256,  5.041718E+01, -2.320597E+01
3257,  8.725659E+01, -2.345161E+01
3258,  5.232050E+01, -2.350902E+01
3259,  4.740733E+01, -2.349497E+01
3260,  5.046869E+01, -2.349232E+01
3261,  4.629705E+01, -2.350735E+01
3262,  5.251874E+01, -2.348406E+01
3263,  4.067886E+01, -2.345268E+01
3264,  2.407914E+01, -2.351060E+01
3265,  4.244289E+01, -2.350292E+01
3266,  7.085207E+01, -2.343709E+01
3267,  7.867255E+01, -2.350422E+01
3268,  8.645317E+01, -2.343618E+01
3269,  4.240844E+01, -2.351149E+01
3270,  4.979443E+01, -2.340154E+01
3271,  4.210990E+01, -2.349408E+01
3272,  5.901609E+01, -2.348027E+01
3273,  6.246798E+01, -2.347566E+01
3274,  1.965751E+01, -2.347684E+01
3275,  2.919247E+01, -2.350024E+01
3276,  4.048557E+01, -2.351177E+01
3277,  4.086952E+01, -2.351003E+01
3278,  3.148902E+01, -2.337432E+01
3279,  3.663583E+01, -2.350265E+01
3280,  3.516297E+01, -2.351208E+01
3281,  2.707232E+01, -2.347755E+01
3282, -8.120950E+00, -2.345859E+01
3283,  5.508789E+01, -2.348867E+01
3284,  4.365141E+01, -2.351252E+01
3285,  2.781353E+01, -2.334810E+01
3286, -5.183047E+01, -2.308894E+01
3287,  4.641736E+01, -2.349019E+01
3288,  5.625309E+01, -2.350502E+01
3289,  4.113058E+01, -2.351124E+01
3290,  4.157806E+01, -2.351194E+01
3291,  4.331598E+01, -2.345115E+01
3292,  6.327477E+01, -2.345689E+01
3293,  4.742972E+01, -2.351204E+01
3294,  5.004994E+01, -2.350932E+01
3295,  7.533315E+01, -2.329641E+01
3296,  2.151762E+01, -2.343924E+01
3297,  2.998538E+01, -2.348135E+01
3298,  7.248373E+01, -2.347534E+01
3299,  7.458549E+01, -2.350549E+01
3300,  7.373842E+01, -2.345472E+01
3301,  7.562116E+01, -2.351077E+01
3302,  6.885644E+01, -2.348969E+01
3303,  5.481240E+01, -2.340520E+01
3304,  5.959673E+01, -2.335919E+01
3305,  2.106480E+01, -2.345421E+01
3306,  4.665103E+01, -2.350569E+01
3307,  5.858380E+01, -2.347120E+01
3308,  5.762112E+01, -2.351372E+01
3309,  4.134399E+01, -2.348350E+01
3310,  7.472991E+01, -2.341004E+01
3311,  6.889073E+00, -2.338274E+01
3312, -1.637056E+01, -2.350283E+01
3313, -5.731894E+00, -2.350389E+01
3314, -1.910029E+01, -2.334752E+01
3315,  4.685418E+01, -2.349408E+01
3316,  3.552232E+01, -2.350235E+01
3317,  5.190456E+01, -2.347834E+01
3318,  6.678325E+01, -2.331515E+01
3319,  5.167413E+01, -2.350467E+01
3320,  4.897805E+01, -2.350338E+01
3321,  5.765631E+01, -2.346826E+01
3322,  5.020929E+01, -2.350890E+01
3323,  5.056699E+01, -2.331333E+01
3324,  3.190070E+01, -2.334585E+01
3325,  5.486367E+01, -2.350422E+01
3326,  4.204874E+01, -2.351149E+01
3327,  5.660596E+01, -2.348715E+01
3328,  4.354209E+01, -2.349669E+01
3329,  5.771893E+01, -2.348054E+01
3330,  3.464487E+01, -2.351272E+01
3331,  4.223554E+01, -2.350152E+01
3332,  4.557465E+01, -2.347473E+01
3333,  5.566998E+01, -2.350618E+01
3334,  5.761156E+01, -2.350738E+01
3335,  1.350237E+02, -2.310707E+01
3336,  6.704013E+01, -2.347906E+01
3337,  4.851646E+01, -2.351128E+01
3338,  4.023043E+01, -2.348830E+01
3339,  7.275768E+01, -2.348761E+01
3340,  9.304268E+01, -2.344306E+01
3341,  5.866315E+01, -2.346066E+01
3342,  6.390290E+01, -2.350121E+01
3343,  5.676443E+01, -2.342177E+01
3344,  7.720171E+01, -2.348072E+01
3345,  4.875042E+01, -2.350257E+01
3346,  4.891637E+01, -2.350751E+01
3347,  7.258466E+01, -2.341802E+01
3348,  5.416336E+01, -2.349584E+01
3349,  6.191631E+01, -2.348526E+01
3350,  6.027914E+01, -2.342132E+01
3351,  4.362894E+01, -2.350670E+01
3352,  5.513311E+01, -2.343151E+01
3353,  2.368064E+01, -2.351097E+01
3354, -3.810778E+01, -2.343732E+01
3355,  2.508165E+01, -2.344369E+01
3356,  5.150301E+01, -2.350341E+01
3357,  3.013026E+01, -2.350629E+01
3358,  3.673689E+01, -2.337231E+01
3359,  3.824294E+01, -2.349696E+01
3360,  3.967602E+01, -2.349536E+01
3361,  1.622228E+01, -2.341714E+01
3362, -2.224342E+01, -2.341948E+01
3363, -1.852677E+00, -2.346861E+01
3364,  1.360302E+01, -2.350054E+01
3365,  5.636528E+01, -2.344444E+01
3366,  5.288733E+01, -2.343513E+01
3367,  5.578702E+01, -2.347567E+01
3368,  5.824873E+01, -2.350976E+01
3369,  5.752182E+01, -2.350990E+01
3370,  5.845856E+01, -2.324945E+01
3371,  6.052662E+01, -2.350237E+01
